WeekDay Year,WeekDay Month,WeekDay Day,WeekDay Date,WeekDay Anniversary,Saturday Year,Saturday Month,Saturday Day,Saturday Date,Saturday Anniversary,Sunday Year,Sunday Month,Sunday Day,Sunday Date,Sunday Anniversary
2017,October,Friday,19,,
2017,October,Monday,22,,
2017,October,Tuesday,23,,
2017,October,Wednesday,24,,
2017,October,Thursday,25,,
2017,October,Friday,26,,
2017,October,Monday,29,,
2017,October,Tuesday,30,,
2017,October,Wednesday,31,,
2017,November,Thursday,1,,
2017,November,Friday,2,,
2017,November,Monday,5,,
2017,November,Tuesday,6,,
2017,November,Wednesday,7,,
2017,November,Thursday,8,,
2017,November,Friday,9,,
2017,November,Monday,12,,
2017,November,Tuesday,13,,
2017,November,Wednesday,14,,
2017,November,Thursday,15,,
2017,November,Friday,16,,
2017,November,Monday,19,,
2017,November,Tuesday,20,,
2017,November,Wednesday,21,,
2017,November,Thursday,22,,
2017,November,Friday,23,,
2017,November,Monday,26,,
2017,November,Tuesday,27,,
2017,November,Wednesday,28,,
2017,November,Thursday,29,,
2017,November,Friday,30,,
2017,December,Monday,3,,
2017,December,Tuesday,4,,
2017,December,Wednesday,5,,
2017,December,Thursday,6,,
2017,December,Friday,7,,
2017,December,Monday,10,,
2017,December,Tuesday,11,,
2017,December,Wednesday,12,,
2017,December,Thursday,13,,
2017,December,Friday,14,,
2017,December,Monday,17,,
2017,December,Tuesday,18,,
2017,December,Wednesday,19,,
2017,December,Thursday,20,,
2017,December,Friday,21,,
2017,December,Monday,24,,
2017,December,Tuesday,25,,
2017,December,Wednesday,26,,
2017,December,Thursday,27,,
2017,December,Friday,28,,
2017,December,Monday,31,,
